Frechet Distance,Hausdorff Distance,Wasserstein Distance,Model
0.24547201819229197,0.24547201819229197,0.24547201819229197,case_study_no_advection
0.24547196443202954,0.24547196443202954,0.24547196443202954,case_study_no_advection
0.24547186588802375,0.24547186588802375,0.24547186588802375,case_study_no_advection
0.24547192100232465,0.24547192100232465,0.24547192100232465,case_study_no_advection
0.24547214108861085,0.24547214108861085,0.24547214108861085,case_study_no_advection
0.24547200160295796,0.24547200160295796,0.24547200160295796,case_study_no_advection
0.24547216835991678,0.24547216835991678,0.24547216835991678,case_study_no_advection
0.2454719039240764,0.2454719039240764,0.2454719039240764,case_study_no_advection
0.24547207806992472,0.24547207806992472,0.24547207806992472,case_study_no_advection
0.2454717321551185,0.2454717321551185,0.2454717321551185,case_study_no_advection
0.2454717477364833,0.2454717477364833,0.2454717477364833,case_study_no_advection
0.24547195752517614,0.24547195752517614,0.24547195752517614,case_study_no_advection
0.23345982480069935,0.23345982480069935,0.23211128140053197,case_study_with_advection
0.2334578633513977,0.2334578633513977,0.23151313793040498,case_study_with_advection
0.23350317394819584,0.23350317394819584,0.23221207349514242,case_study_with_advection
0.23354030852908303,0.23354030852908303,0.23148846380003799,case_study_with_advection
0.23354636331810613,0.23354636331810613,0.23218595690791408,case_study_with_advection
0.23348078990763285,0.23348078990763285,0.23196663518551433,case_study_with_advection
0.2335109004670859,0.2335109004670859,0.2317380550933398,case_study_with_advection
0.233508105977541,0.233508105977541,0.231389480030167,case_study_with_advection
0.23342822932438756,0.23342822932438756,0.231146405102155,case_study_with_advection
0.2334992033953993,0.2334992033953993,0.2316199661228541,case_study_with_advection
0.23347781781706378,0.23347781781706378,0.23189956775425805,case_study_with_advection
0.2335010786743204,0.2335010786743204,0.23128986086485318,case_study_with_advection
0.23343976209914485,0.23343976209914485,0.2312361255784693,case_study_with_advection
0.23343876067366423,0.23343876067366423,0.23143629985285544,case_study_with_advection
0.2335298499060448,0.2335298499060448,0.23241033733562488,case_study_with_advection
0.23349841582089592,0.23349841582089592,0.23185100252148533,case_study_with_advection
0.23347266873816622,0.23347266873816622,0.2317305971395623,case_study_with_advection
0.23354553433682915,0.23354553433682915,0.23199515306520443,case_study_with_advection
0.23353540226959074,0.23353540226959074,0.23161750632768208,case_study_with_advection
0.2335372586454762,0.2335372586454762,0.23170071228934097,case_study_with_advection
0.23345586099245247,0.23345586099245247,0.2318439697737355,case_study_with_advection
0.23346364349022117,0.23346364349022117,0.2317372682851557,case_study_with_advection
0.23341803083750368,0.23341803083750368,0.23183385498923828,case_study_with_advection
0.23351684447670665,0.23351684447670665,0.23147157010389163,case_study_with_advection
0.23352211633901843,0.23352211633901843,0.23192024908962167,case_study_with_advection
0.23346524283586703,0.23346524283586703,0.23165081787003325,case_study_with_advection
0.23356286304054083,0.23356286304054083,0.23176801458704488,case_study_with_advection
0.23346176497077928,0.23346176497077928,0.23226226226120078,case_study_with_advection
0.2334817650832516,0.2334817650832516,0.23185782042286548,case_study_with_advection
0.23353294286218088,0.23353294286218088,0.23170037649179479,case_study_with_advection
0.23354212195561475,0.23354212195561475,0.23180189860334796,case_study_with_advection
0.2335334848753354,0.2335334848753354,0.23122771094459804,case_study_with_advection
0.23354960278490364,0.23354960278490364,0.23134472081928045,case_study_with_advection
0.23347174419271,0.23347174419271,0.23158923734169937,case_study_with_advection
0.23348465865163576,0.23348465865163576,0.2318698510631759,case_study_with_advection
0.23353834957642242,0.23353834957642242,0.23160125115045965,case_study_with_advection
0.23351598428420264,0.23351598428420264,0.23105864482700714,case_study_with_advection
0.23342075622389902,0.23342075622389902,0.23145854776748548,case_study_with_advection
0.23349590123658012,0.23349590123658012,0.23188004184669878,case_study_with_advection
0.2336077315243278,0.2336077315243278,0.23133960930470215,case_study_with_advection
0.2335315127156229,0.2335315127156229,0.23163453073999446,case_study_with_advection
0.23353111740230767,0.23353111740230767,0.23168934258890522,case_study_with_advection
0.2334905665915754,0.2334905665915754,0.2317395387686706,case_study_with_advection
0.233367224993213,0.233367224993213,0.23184568818424528,case_study_with_advection
0.23345810766739253,0.23345810766739253,0.2323772924227992,case_study_with_advection
0.23351253065351013,0.23351253065351013,0.2311502664347795,case_study_with_advection
0.23354638853362958,0.23354638853362958,0.2312724783279563,case_study_with_advection
0.23349975656644278,0.23349975656644278,0.232022984104253,case_study_with_advection
0.23353367126657945,0.23353367126657945,0.23137796224082569,case_study_with_advection
0.23350056420096416,0.23350056420096416,0.23213276494282933,case_study_with_advection
0.23347315362366783,0.23347315362366783,0.2321439191674945,case_study_with_advection
0.23347496574875043,0.23347496574875043,0.23202735970804558,case_study_with_advection
0.2334759711564888,0.2334759711564888,0.23201078352236643,case_study_with_advection
0.23355625675109518,0.23355625675109518,0.23160591869099456,case_study_with_advection
0.2334427280222536,0.2334427280222536,0.23181493868937206,case_study_with_advection
0.23354042006536924,0.23354042006536924,0.23192285181856906,case_study_with_advection
0.23353854073652858,0.23353854073652858,0.23184433196699167,case_study_with_advection
0.2334952217937445,0.2334952217937445,0.231173516827666,case_study_with_advection
0.2334771921545947,0.2334771921545947,0.2323637796429282,case_study_with_advection
0.23353585296622117,0.23353585296622117,0.231655335616492,case_study_with_advection
0.23351086503688281,0.23351086503688281,0.2319459210519943,case_study_with_advection
0.23353806928972845,0.23353806928972845,0.23194518704729586,case_study_with_advection
0.23344374983908728,0.23344374983908728,0.2306797808429394,case_study_with_advection
0.23347691628516734,0.23347691628516734,0.23185927135150772,case_study_with_advection
0.23358410557178602,0.23358410557178602,0.2313742776001084,case_study_with_advection
0.23355807938859233,0.23355807938859233,0.23155346873030114,case_study_with_advection
0.23350820890288315,0.23350820890288315,0.23172693632141503,case_study_with_advection
0.23352026794729522,0.23352026794729522,0.23193708124453258,case_study_with_advection
0.23347455408152867,0.23347455408152867,0.23193665056793267,case_study_with_advection
0.23349002271668814,0.23349002271668814,0.23180040334192173,case_study_with_advection
0.2335487574184815,0.2335487574184815,0.23184801112709372,case_study_with_advection
0.23347078487444545,0.23347078487444545,0.23143635689483574,case_study_with_advection
0.23351219873603837,0.23351219873603837,0.2315739377107996,case_study_with_advection
0.23349569104202933,0.23349569104202933,0.23176853902838657,case_study_with_advection
0.23351797415558545,0.23351797415558545,0.23121947392888972,case_study_with_advection
0.23344249531035982,0.23344249531035982,0.23168677509768074,case_study_with_advection
0.23346874621184102,0.23346874621184102,0.23197332143622335,case_study_with_advection
0.23356140256618607,0.23356140256618607,0.23157367355226333,case_study_with_advection
0.23357148676888234,0.23357148676888234,0.23253466533756104,case_study_with_advection
0.23349233817581738,0.23349233817581738,0.2314177771243762,case_study_with_advection
0.23348021354775192,0.23348021354775192,0.23196909108954686,case_study_with_advection
0.2334944186871878,0.2334944186871878,0.2318903968686848,case_study_with_advection
0.23353791101938187,0.23353791101938187,0.231502872229308,case_study_with_advection
0.233541079802357,0.233541079802357,0.2317073532202458,case_study_with_advection
0.23352572032386318,0.23352572032386318,0.23185283955651123,case_study_with_advection
0.23353897365647988,0.23353897365647988,0.23192487672818024,case_study_with_advection
0.23356604049524007,0.23356604049524007,0.23215886970983124,case_study_with_advection
0.23347653878575636,0.23347653878575636,0.231892582914375,case_study_with_advection
0.23345753902827213,0.23345753902827213,0.2316324542663533,case_study_with_advection
0.2334468765499957,0.2334468765499957,0.23137817295466426,case_study_with_advection
0.23354847167409992,0.23354847167409992,0.23194292554722615,case_study_with_advection
0.2334771875378827,0.2334771875378827,0.23226272103041318,case_study_with_advection
0.23354981516213558,0.23354981516213558,0.23162693609675372,case_study_with_advection
0.23349879306277788,0.23349879306277788,0.23192279404210256,case_study_with_advection
0.23350828819323552,0.23350828819323552,0.23208491719697333,case_study_with_advection
0.23348005634582497,0.23348005634582497,0.23199649734001324,case_study_with_advection
0.23341316123483488,0.23341316123483488,0.23173537229379013,case_study_with_advection
0.23351209894052066,0.23351209894052066,0.2325278316153213,case_study_with_advection
0.23351969207021894,0.23351969207021894,0.23203404077530024,case_study_with_advection
0.23354344236826083,0.23354344236826083,0.2318226021405162,case_study_with_advection
0.2338412077647477,0.2338412077647477,0.23069746206060263,"case_study_with_advection_U(0,0.014)"
0.23376157476635626,0.23376157476635626,0.23066784362655052,"case_study_with_advection_U(0,0.014)"
0.2337953154592182,0.2337953154592182,0.2304129414957243,"case_study_with_advection_U(0,0.014)"
0.23371328915724368,0.23371328915724368,0.231057944545798,"case_study_with_advection_U(0,0.014)"
0.23372089762863701,0.23372089762863701,0.23057001730003118,"case_study_with_advection_U(0,0.014)"
0.2337958656281921,0.2337958656281921,0.2310555041715527,"case_study_with_advection_U(0,0.014)"
0.23381626953890214,0.23381626953890214,0.23106441060262936,"case_study_with_advection_U(0,0.014)"
0.23371816574849016,0.23371816574849016,0.2308178102599312,"case_study_with_advection_U(0,0.014)"
0.23386303413223097,0.23386303413223097,0.23076304430975197,"case_study_with_advection_U(0,0.014)"
0.23385483391368303,0.23385483391368303,0.2304488272689095,"case_study_with_advection_U(0,0.014)"
0.23370538771238475,0.23370538771238475,0.2306390148378256,"case_study_with_advection_U(0,0.014)"
0.2338419714231154,0.2338419714231154,0.23067040699927677,"case_study_with_advection_U(0,0.014)"
0.23377376276105816,0.23377376276105816,0.23072834154134186,"case_study_with_advection_U(0,0.014)"
0.2337529080248948,0.2337529080248948,0.2310206246541622,"case_study_with_advection_U(0,0.014)"
0.23383413984972215,0.23383413984972215,0.23044761214241355,"case_study_with_advection_U(0,0.014)"
0.23377456841361788,0.23377456841361788,0.23096347819573693,"case_study_with_advection_U(0,0.014)"
0.23376398807147508,0.23376398807147508,0.23009601458068277,"case_study_with_advection_U(0,0.014)"
0.23386428429070324,0.23386428429070324,0.2304626189921751,"case_study_with_advection_U(0,0.014)"
0.233731432659364,0.233731432659364,0.23065178531902916,"case_study_with_advection_U(0,0.014)"
0.23384851078859337,0.23384851078859337,0.23041352129664874,"case_study_with_advection_U(0,0.014)"
0.23371017920436277,0.23371017920436277,0.2306596517403553,"case_study_with_advection_U(0,0.014)"
0.23377657455808618,0.23377657455808618,0.23079478660546196,"case_study_with_advection_U(0,0.014)"
0.23379474898859276,0.23379474898859276,0.23085659378675816,"case_study_with_advection_U(0,0.014)"
0.23379873285879996,0.23379873285879996,0.23075795019341627,"case_study_with_advection_U(0,0.014)"
0.23379904041006264,0.23379904041006264,0.23099164645741196,"case_study_with_advection_U(0,0.014)"
0.23378498124454164,0.23378498124454164,0.2309575143041224,"case_study_with_advection_U(0,0.014)"
0.23376295593412766,0.23376295593412766,0.23062127210165012,"case_study_with_advection_U(0,0.014)"
0.23380071076811837,0.23380071076811837,0.23044280180570195,"case_study_with_advection_U(0,0.014)"
0.23376847151678237,0.23376847151678237,0.2304289282778789,"case_study_with_advection_U(0,0.014)"
0.23383795041099592,0.23383795041099592,0.230536571770891,"case_study_with_advection_U(0,0.014)"
0.2337976181066578,0.2337976181066578,0.23063142358826944,"case_study_with_advection_U(0,0.014)"
0.23376862293666353,0.23376862293666353,0.23073992913003483,"case_study_with_advection_U(0,0.014)"
0.23387177006156856,0.23387177006156856,0.23098973214056484,"case_study_with_advection_U(0,0.014)"
0.23378213818695767,0.23378213818695767,0.23060924020482598,"case_study_with_advection_U(0,0.014)"
0.23381065167693768,0.23381065167693768,0.23112907681443487,"case_study_with_advection_U(0,0.014)"
0.23394948978402322,0.23394948978402322,0.23063027922395918,"case_study_with_advection_U(0,0.014)"
0.23379904407734828,0.23379904407734828,0.2304571669429685,"case_study_with_advection_U(0,0.014)"
0.23382160519131542,0.23382160519131542,0.23017282748506698,"case_study_with_advection_U(0,0.014)"
0.2337121335194631,0.2337121335194631,0.22986252947967548,"case_study_with_advection_U(0,0.014)"
0.23380979526638546,0.23380979526638546,0.23045537891048498,"case_study_with_advection_U(0,0.014)"
0.23386720575189462,0.23386720575189462,0.23030858536700233,"case_study_with_advection_U(0,0.014)"
0.2337239620702812,0.2337239620702812,0.2307970976177564,"case_study_with_advection_U(0,0.014)"
0.23374235538735258,0.23374235538735258,0.23064703941610645,"case_study_with_advection_U(0,0.014)"
0.23371841948714903,0.23371841948714903,0.2306228850105205,"case_study_with_advection_U(0,0.014)"
0.23380496762515962,0.23380496762515962,0.23097564303478646,"case_study_with_advection_U(0,0.014)"
0.23376011121678697,0.23376011121678697,0.23088119839026405,"case_study_with_advection_U(0,0.014)"
0.2338851504663885,0.2338851504663885,0.2306237536329139,"case_study_with_advection_U(0,0.014)"
0.2336719913149593,0.2336719913149593,0.2308220852313044,"case_study_with_advection_U(0,0.014)"
0.23379386652939022,0.23379386652939022,0.2306706347949197,"case_study_with_advection_U(0,0.014)"
0.23361635568819494,0.23361635568819494,0.23071658430582703,"case_study_with_advection_U(0,0.014)"
0.2338213018339789,0.2338213018339789,0.2306166401571808,"case_study_with_advection_U(0,0.014)"
0.23378136121954174,0.23378136121954174,0.230776766985249,"case_study_with_advection_U(0,0.014)"
0.2338975594422254,0.2338975594422254,0.2299574834341067,"case_study_with_advection_U(0,0.014)"
0.2337457402840803,0.2337457402840803,0.23075408698200936,"case_study_with_advection_U(0,0.014)"
0.23378050407100304,0.23378050407100304,0.23062386079788053,"case_study_with_advection_U(0,0.014)"
0.23370615685020704,0.23370615685020704,0.2308197606520796,"case_study_with_advection_U(0,0.014)"
0.2337197850737153,0.2337197850737153,0.23068745505517338,"case_study_with_advection_U(0,0.014)"
0.23373251729225508,0.23373251729225508,0.2304681705066685,"case_study_with_advection_U(0,0.014)"
0.2336885497949939,0.2336885497949939,0.2311198211481696,"case_study_with_advection_U(0,0.014)"
0.23373577125736564,0.23373577125736564,0.23062399171046025,"case_study_with_advection_U(0,0.014)"
0.2337766441912144,0.2337766441912144,0.23056824771407258,"case_study_with_advection_U(0,0.014)"
0.23373041954739557,0.23373041954739557,0.2300965950530726,"case_study_with_advection_U(0,0.014)"
0.23378509260239452,0.23378509260239452,0.2306449117781675,"case_study_with_advection_U(0,0.014)"
0.23381368491312185,0.23381368491312185,0.230684903144985,"case_study_with_advection_U(0,0.014)"
0.23382247756225708,0.23382247756225708,0.2310535982084005,"case_study_with_advection_U(0,0.014)"
0.23374091384767803,0.23374091384767803,0.23050201122193922,"case_study_with_advection_U(0,0.014)"
0.23377148757583402,0.23377148757583402,0.23044898638383376,"case_study_with_advection_U(0,0.014)"
0.23388096790578042,0.23388096790578042,0.23120440837458603,"case_study_with_advection_U(0,0.014)"
0.23374684477470364,0.23374684477470364,0.2303812606404372,"case_study_with_advection_U(0,0.014)"
0.23378371577132284,0.23378371577132284,0.23066309458615739,"case_study_with_advection_U(0,0.014)"
0.2336978239853698,0.2336978239853698,0.23075532046432656,"case_study_with_advection_U(0,0.014)"
0.23388950386021443,0.23388950386021443,0.2311717392440012,"case_study_with_advection_U(0,0.014)"
0.23380532967103096,0.23380532967103096,0.23105144179361548,"case_study_with_advection_U(0,0.014)"
0.2338422372086719,0.2338422372086719,0.23069100783655758,"case_study_with_advection_U(0,0.014)"
0.23378519678249968,0.23378519678249968,0.23069441588749734,"case_study_with_advection_U(0,0.014)"
0.23383632591472048,0.23383632591472048,0.23034048168174848,"case_study_with_advection_U(0,0.014)"
0.23383757559783092,0.23383757559783092,0.23144662238015537,"case_study_with_advection_U(0,0.014)"
0.23380525460460153,0.23380525460460153,0.2308545912418213,"case_study_with_advection_U(0,0.014)"
0.23381052921377166,0.23381052921377166,0.23110844104051084,"case_study_with_advection_U(0,0.014)"
0.23376631748304869,0.23376631748304869,0.23031503150422925,"case_study_with_advection_U(0,0.014)"
0.23373686310939468,0.23373686310939468,0.2304679571328264,"case_study_with_advection_U(0,0.014)"
0.23375493744046075,0.23375493744046075,0.23115684822304833,"case_study_with_advection_U(0,0.014)"
0.2337473557437586,0.2337473557437586,0.23049072868827447,"case_study_with_advection_U(0,0.014)"
0.23368402151561352,0.23368402151561352,0.23101627234161218,"case_study_with_advection_U(0,0.014)"
0.23376196370694438,0.23376196370694438,0.23077624593792193,"case_study_with_advection_U(0,0.014)"
0.23377694396893206,0.23377694396893206,0.23047016823730626,"case_study_with_advection_U(0,0.014)"
0.23389164488563835,0.23389164488563835,0.22989963332630367,"case_study_with_advection_U(0,0.014)"
0.2338062387389799,0.2338062387389799,0.2309417885575512,"case_study_with_advection_U(0,0.014)"
0.23388125726765976,0.23388125726765976,0.23063280591454857,"case_study_with_advection_U(0,0.014)"
0.2338140890686571,0.2338140890686571,0.23036701604775317,"case_study_with_advection_U(0,0.014)"
0.23371786703965958,0.23371786703965958,0.230184014107325,"case_study_with_advection_U(0,0.014)"
0.23375951509544243,0.23375951509544243,0.2307246982898666,"case_study_with_advection_U(0,0.014)"
0.233904757784285,0.233904757784285,0.23004812070558248,"case_study_with_advection_U(0,0.014)"
0.23372052285763695,0.23372052285763695,0.23099831553030875,"case_study_with_advection_U(0,0.014)"
0.23378910198634173,0.23378910198634173,0.23068080346136272,"case_study_with_advection_U(0,0.014)"
0.23374265421799542,0.23374265421799542,0.23101740761700587,"case_study_with_advection_U(0,0.014)"
0.23382770354613386,0.23382770354613386,0.23081598558070793,"case_study_with_advection_U(0,0.014)"
0.23380746215144357,0.23380746215144357,0.230637268011766,"case_study_with_advection_U(0,0.014)"
0.23375621909459932,0.23375621909459932,0.2302132070378725,"case_study_with_advection_U(0,0.014)"
0.23383501174026397,0.23383501174026397,0.23083346052995904,"case_study_with_advection_U(0,0.014)"
