,x,y,z,Concentration,counts,samples
351,250.0,-650.0,12.5,9.167549609426933,43.0,"[2456306565.850002, 1645362189.4000018, 1645362189.4000018, 1645362189.4000018, 1645362189.4000018, 1645362189.4000018, 1645362189.4000018, 1645362189.4000018, 2469854816.599997, 2469854816.599997, 2469854816.599997, 2469854816.599997, 2469854816.599997, 2469854816.599997, 2469854816.599997, 2469854816.599997, 870998678.6500005, 870998678.6500005, 870998678.6500005, 870998678.6500005, 870998678.6500005, 870998678.6500005, 870998678.6500005, 1091218915.0000002, 1091218915.0000002, 1091218915.0000002, 1091218915.0000002, 1091218915.0000002, 1091218915.0000002, 1091218915.0000002, 1091218915.0000002, 1091218915.0000002, 1091218915.0000002, 1091218915.0000002, 1267859616.2499998, 1267859616.2499998, 1267859616.2499998, 1267859616.2499998, 1267859616.2499998, 1267859616.2499998, 1267859616.2499998, 1267859616.2499998, 1267859616.2499998]"
354,250.0,-650.0,87.5,9.189995367211647,97.0,"[1074910062.400001, 1074910062.400001, 1074910062.400001, 1074910062.400001, 1074910062.400001, 1074910062.400001, 1074910062.400001, 1074910062.400001, 756767271.8500015, 756767271.8500015, 756767271.8500015, 756767271.8500015, 756767271.8500015, 756767271.8500015, 756767271.8500015, 756767271.8500015, 756767271.8500015, 756767271.8500015, 756767271.8500015, 2851743594.650005, 2851743594.650005, 2851743594.650005, 2851743594.650005, 2851743594.650005, 2851743594.650005, 2851743594.650005, 2851743594.650005, 2851743594.650005, 1498744840.000003, 1498744840.000003, 1498744840.000003, 1498744840.000003, 1498744840.000003, 1498744840.000003, 1498744840.000003, 1498744840.000003, 1498744840.000003, 1017824343.8499982, 1017824343.8499982, 1017824343.8499982, 1017824343.8499982, 1017824343.8499982, 1017824343.8499982, 1017824343.8499982, 1017824343.8499982, 1017824343.8499982, 1017824343.8499982, 1012387224.6499983, 1012387224.6499983, 1012387224.6499983, 1012387224.6499983, 1012387224.6499983, 1012387224.6499983, 1012387224.6499983, 1012387224.6499983, 1012387224.6499983, 1696938193.850002, 1696938193.850002, 1696938193.850002, 1696938193.850002, 1696938193.850002, 1696938193.850002, 1696938193.850002, 1696938193.850002, 1691509424.6500032, 1691509424.6500032, 1691509424.6500032, 1691509424.6500032, 1691509424.6500032, 1691509424.6500032, 1691509424.6500032, 1691509424.6500032, 1691509424.6500032, 1691509424.6500032, 2315380008.6500015, 2315380008.6500015, 2315380008.6500015, 2315380008.6500015, 2315380008.6500015, 2315380008.6500015, 2315380008.6500015, 2315380008.6500015, 2315380008.6500015, 2315380008.6500015, 1607354960.000001, 1607354960.000001, 1607354960.000001, 1607354960.000001, 1607354960.000001, 1607354960.000001, 1607354960.000001, 1607354960.000001, 1607354960.000001, 1607354960.000001, 1715938359.999999, 1715938359.999999, 1715938359.999999]"
369,250.0,-450.0,12.5,9.062337258123005,197.0,"[1224385374.6499984, 1224385374.6499984, 1224385374.6499984, 1224385374.6499984, 1224385374.6499984, 1851630034.9999995, 1851630034.9999995, 1851630034.9999995, 1851630034.9999995, 1851630034.9999995, 1851630034.9999995, 1851630034.9999995, 1851630034.9999995, 1851630034.9999995, 1851630034.9999995, 1759364238.3999984, 1759364238.3999984, 1759364238.3999984, 1759364238.3999984, 1759364238.3999984, 1759364238.3999984, 1759364238.3999984, 1759364238.3999984, 1759364238.3999984, 2862572475.849996, 2862572475.849996, 2862572475.849996, 2862572475.849996, 2862572475.849996, 2862572475.849996, 2862572475.849996, 2862572475.849996, 2862572475.849996, 2862572475.849996, 2383138797.400001, 2383138797.400001, 2383138797.400001, 2383138797.400001, 2383138797.400001, 2383138797.400001, 2383138797.400001, 2383138797.400001, 2383138797.400001, 2521334361.8499994, 2521334361.8499994, 2521334361.8499994, 2521334361.8499994, 2521334361.8499994, 2521334361.8499994, 2521334361.8499994, 2521334361.8499994, 2521334361.8499994, 1764792172.5999978, 1764792172.5999978, 1764792172.5999978, 1764792172.5999978, 1764792172.5999978, 1764792172.5999978, 1764792172.5999978, 1764792172.5999978, 1764792172.5999978, 1764792172.5999978, 1341212704.6000016, 1341212704.6000016, 1341212704.6000016, 1341212704.6000016, 1341212704.6000016, 1341212704.6000016, 1341212704.6000016, 1341212704.6000016, 1099373115.849998, 1099373115.849998, 1099373115.849998, 1099373115.849998, 1099373115.849998, 1099373115.849998, 1099373115.849998, 1099373115.849998, 1099373115.849998, 1099373115.849998, 1099373115.849998, 805727196.2500007, 805727196.2500007, 805727196.2500007, 805727196.2500007, 805727196.2500007, 805727196.2500007, 805727196.2500007, 805727196.2500007, 634343788.6000007, 634343788.6000007, 634343788.6000007, 634343788.6000007, 634343788.6000007, 634343788.6000007, 634343788.6000007, 634343788.6000007, 634343788.6000007, 634343788.6000007, 607133977.6000005, 607133977.6000005, 607133977.6000005, 607133977.6000005, 607133977.6000005, 607133977.6000005, 607133977.6000005, 607133977.6000005, 607133977.6000005, 607133977.6000005, 607133977.6000005, 601691815.0000001, 601691815.0000001, 601691815.0000001, 601691815.0000001, 601691815.0000001, 601691815.0000001, 601691815.0000001, 601691815.0000001, 601691815.0000001, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 596249585.6, 596249585.6, 596249585.6, 596249585.6, 596249585.6, 596249585.6, 596249585.6, 596249585.6, 596249585.6, 596249585.6, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995, 718683589.8500007, 718683589.8500007, 718683589.8500007, 718683589.8500007, 718683589.8500007, 718683589.8500007, 718683589.8500007, 718683589.8500007, 718683589.8500007, 718683589.8500007, 718683589.8500007, 718683589.8500007, 718683589.8500007, 718683589.8500007, 718683589.8500007, 718683589.8500007, 718683589.8500007, 718683589.8500007, 718683589.8500007, 718683589.8500007, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 588086116.2499995]"
370,250.0,-450.0,37.5,8.813297664727639,252.0,"[593528445.85, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 729564975.85, 729564975.85, 729564975.85, 729564975.85, 729564975.85, 729564975.85, 729564975.85, 729564975.85, 729564975.85, 729564975.85, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 593528445.85, 890034382.3999994, 890034382.3999994, 890034382.3999994, 890034382.3999994, 890034382.3999994, 890034382.3999994, 890034382.3999994, 890034382.3999994, 890034382.3999994, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 672434718.3999993, 672434718.3999993, 672434718.3999993, 672434718.3999993, 672434718.3999993, 672434718.3999993, 672434718.3999993, 672434718.3999993, 672434718.3999993, 672434718.3999993, 974325519.8499993, 974325519.8499993, 974325519.8499993, 974325519.8499993, 974325519.8499993, 974325519.8499993, 974325519.8499993, 974325519.8499993, 974325519.8499993, 974325519.8499993, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 582643719.8500012, 582643719.8500012, 582643719.8500012, 582643719.8500012, 582643719.8500012, 582643719.8500012, 582643719.8500012, 582643719.8500012, 582643719.8500012, 582643719.8500012, 582643719.8500012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 590807289.400001, 590807289.400001, 590807289.400001, 590807289.400001, 590807289.400001, 590807289.400001, 590807289.400001, 588086116.2499995, 588086116.2499995, 588086116.2499995, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995, 590807289.400001, 590807289.400001, 590807289.400001, 590807289.400001, 590807289.400001, 590807289.400001, 590807289.400001, 582643719.8500012, 582643719.8500012, 582643719.8500012, 582643719.8500012, 582643719.8500012, 582643719.8500012, 582643719.8500012, 582643719.8500012, 582643719.8500012, 609855033.8500005, 609855033.8500005, 609855033.8500005, 609855033.8500005, 609855033.8500005, 609855033.8500005, 609855033.8500005, 609855033.8500005, 609855033.8500005, 618018102.3999989, 618018102.3999989, 618018102.3999989, 618018102.3999989, 618018102.3999989, 618018102.3999989, 618018102.3999989, 618018102.3999989, 618018102.3999989, 623460064.5999994, 623460064.5999994, 623460064.5999994, 623460064.5999994, 623460064.5999994, 623460064.5999994, 623460064.5999994, 623460064.5999994, 623460064.5999994, 1077628246.2499993, 1077628246.2499993, 1077628246.2499993, 1077628246.2499993, 1077628246.2499993, 1077628246.2499993, 1077628246.2499993, 1077628246.2499993, 607133977.6000005, 607133977.6000005, 607133977.6000005, 607133977.6000005, 607133977.6000005, 607133977.6000005, 607133977.6000005, 607133977.6000005, 822045968.6500014, 822045968.6500014, 822045968.6500014, 822045968.6500014, 822045968.6500014, 822045968.6500014, 822045968.6500014, 822045968.6500014, 590807289.400001, 590807289.400001, 590807289.400001, 590807289.400001, 590807289.400001, 590807289.400001, 590807289.400001, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012]"
371,250.0,-450.0,62.5,8.774370781895948,122.0,"[598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 585364926.4000012, 590807289.400001, 590807289.400001, 590807289.400001, 590807289.400001, 590807289.400001, 590807289.400001, 590807289.400001, 590807289.400001, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 598970708.6499996, 588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995, 579922496.5999991, 579922496.5999991, 579922496.5999991, 579922496.5999991, 579922496.5999991, 579922496.5999991, 579922496.5999991, 579922496.5999991, 588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995, 598970708.6499996, 598970708.6499996, 598970708.6499996]"
378,250.0,-350.0,12.5,9.087918133285035,2.0,"[1224385374.6499984, 1224385374.6499984]"
379,250.0,-350.0,37.5,8.76944092654166,8.0,"[588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995, 588086116.2499995]"
387,250.0,-250.0,12.5,9.279119828706202,279.0,"[1816629164.8000011, 1816629164.8000011, 1816629164.8000011, 1816629164.8000011, 1816629164.8000011, 1816629164.8000011, 1816629164.8000011, 1816629164.8000011, 1816629164.8000011, 1172254253.2000022, 1172254253.2000022, 1172254253.2000022, 1172254253.2000022, 1172254253.2000022, 1172254253.2000022, 1172254253.2000022, 1172254253.2000022, 1172254253.2000022, 1172254253.2000022, 1279684690.3, 1279684690.3, 1279684690.3, 1279684690.3, 1279684690.3, 1279684690.3, 1187602306.3, 1187602306.3, 1187602306.3, 1187602306.3, 1187602306.3, 1187602306.3, 1187602306.3, 1187602306.3, 1187602306.3, 1218297564.6999981, 1218297564.6999981, 1218297564.6999981, 1218297564.6999981, 1218297564.6999981, 1218297564.6999981, 1218297564.6999981, 1218297564.6999981, 1218297564.6999981, 1218297564.6999981, 1381986518.2999985, 1381986518.2999985, 1381986518.2999985, 1381986518.2999985, 1381986518.2999985, 1381986518.2999985, 1381986518.2999985, 1381986518.2999985, 1381986518.2999985, 1387101279.9999993, 1387101279.9999993, 1387101279.9999993, 1387101279.9999993, 1387101279.9999993, 1387101279.9999993, 1387101279.9999993, 1387101279.9999993, 1387101279.9999993, 1387101279.9999993, 2143739795.2000012, 1357874296.468003, 1280464918.6779978, 1461098477.2499988, 1289065589.8859997, 1323469202.0380013, 1564336003.7919984, 1344972212.244002, 1289065589.8859997, 1366475801.7859979, 1508414019.9480028, 1465399774.5899992, 1465399774.5899992, 1241763044.4860013, 1276164617.9679983, 1439592339.0120006, 1465399774.5899992, 1465399774.5899992, 1241763044.4860013, 1276164617.9679983, 1439592339.0120006, 1344972212.244002, 1370776589.5779998, 1370776589.5779998, 1301966770.6899984, 1314868159.9019988, 1344972212.244002, 1370776589.5779998, 1370776589.5779998, 1301966770.6899984, 1314868159.9019988, 1357874296.468003, 1357874296.468003, 2346069403.6499977, 2346069403.6499977, 2346069403.6499977, 2346069403.6499977, 2346069403.6499977, 2652817704.599995, 2652817704.599995, 2652817704.599995, 2652817704.599995, 2652817704.599995, 2652817704.599995, 2652817704.599995, 2652817704.599995, 2652817704.599995, 2652817704.599995, 2204468486.85, 2204468486.85, 2204468486.85, 2204468486.85, 2204468486.85, 2204468486.85, 2204468486.85, 2204468486.85, 2204468486.85, 2204468486.85, 2031379447.65, 2031379447.65, 2031379447.65, 2031379447.65, 2031379447.65, 2031379447.65, 2031379447.65, 2031379447.65, 2031379447.65, 2031379447.65, 3431156531.25, 3431156531.25, 3431156531.25, 3431156531.25, 3431156531.25, 3431156531.25, 3431156531.25, 3431156531.25, 3431156531.25, 3431156531.25, 3431156531.25, 2078587867.650004, 2078587867.650004, 2078587867.650004, 2078587867.650004, 2078587867.650004, 2078587867.650004, 2078587867.650004, 2078587867.650004, 2078587867.650004, 2078587867.650004, 2015642921.249999, 2015642921.249999, 2015642921.249999, 2015642921.249999, 2015642921.249999, 2015642921.249999, 2015642921.249999, 2015642921.249999, 2015642921.249999, 1968432182.8499963, 1968432182.8499963, 1968432182.8499963, 1968432182.8499963, 1968432182.8499963, 1968432182.8499963, 1968432182.8499963, 1968432182.8499963, 1968432182.8499963, 2589900965.399995, 2589900965.399995, 2589900965.399995, 2589900965.399995, 2589900965.399995, 2589900965.399995, 2589900965.399995, 2589900965.399995, 2589900965.399995, 2589900965.399995, 2172999491.249998, 2172999491.249998, 2172999491.249998, 2172999491.249998, 2172999491.249998, 2172999491.249998, 2172999491.249998, 2172999491.249998, 2172999491.249998, 2172999491.249998, 1905481826.850001, 1905481826.850001, 1905481826.850001, 1905481826.850001, 1905481826.850001, 1905481826.850001, 1905481826.850001, 1905481826.850001, 1905481826.850001, 1905481826.850001, 1905481826.850001, 1905481826.850001, 1905481826.850001, 1905481826.850001, 1905481826.850001, 1905481826.850001, 1905481826.850001, 1905481826.850001, 1905481826.850001, 1905481826.850001, 1952694883.6499991, 1952694883.6499991, 1952694883.6499991, 1952694883.6499991, 1952694883.6499991, 1952694883.6499991, 1952694883.6499991, 1952694883.6499991, 1952694883.6499991, 1952694883.6499991, 1952694883.6499991, 1952694883.6499991, 1952694883.6499991, 1952694883.6499991, 1952694883.6499991, 1952694883.6499991, 1952694883.6499991, 1952694883.6499991, 1952694883.6499991, 2243803644.6000047, 2243803644.6000047, 2243803644.6000047, 2243803644.6000047, 2243803644.6000047, 2243803644.6000047, 2243803644.6000047, 2243803644.6000047, 2243803644.6000047, 2243803644.6000047, 1976300760.0000043, 1976300760.0000043, 1976300760.0000043, 1976300760.0000043, 1976300760.0000043, 1976300760.0000043, 1976300760.0000043, 1976300760.0000043, 1976300760.0000043, 1976300760.0000043, 2023511208.6000016, 2023511208.6000016, 2023511208.6000016, 2023511208.6000016, 2023511208.6000016, 2023511208.6000016, 2023511208.6000016, 2023511208.6000016, 2023511208.6000016, 2023511208.6000016, 1944826161.5999997, 1944826161.5999997, 1944826161.5999997, 1944826161.5999997, 1944826161.5999997, 1944826161.5999997, 1944826161.5999997, 1944826161.5999997, 1944826161.5999997, 1960563557.4000032, 1960563557.4000032, 1960563557.4000032, 1960563557.4000032, 1960563557.4000032, 1960563557.4000032, 1960563557.4000032, 1960563557.4000032, 1960563557.4000032, 2180866812.6000032, 2180866812.6000032]"
388,250.0,-250.0,37.5,9.352928643315426,422.0,"[1228529066.2999988, 1228529066.2999988, 1228529066.2999988, 1228529066.2999988, 1228529066.2999988, 1228529066.2999988, 1228529066.2999988, 1228529066.2999988, 1233644769.9999993, 1233644769.9999993, 1233644769.9999993, 1233644769.9999993, 1233644769.9999993, 1233644769.9999993, 1233644769.9999993, 1233644769.9999993, 1233644769.9999993, 1233644769.9999993, 1617233057.5000007, 1617233057.5000007, 1617233057.5000007, 1617233057.5000007, 1617233057.5000007, 1617233057.5000007, 1617233057.5000007, 1499618093.2000022, 1499618093.2000022, 1499618093.2000022, 1499618093.2000022, 1499618093.2000022, 1499618093.2000022, 1499618093.2000022, 1499618093.2000022, 1499618093.2000022, 1499618093.2000022, 1228529066.2999988, 1228529066.2999988, 1228529066.2999988, 1202950076.800002, 1202950076.800002, 1202950076.800002, 1202950076.800002, 1202950076.800002, 1202950076.800002, 1202950076.800002, 1202950076.800002, 1202950076.800002, 1202950076.800002, 1238760442.2999978, 1238760442.2999978, 1238760442.2999978, 1238760442.2999978, 1238760442.2999978, 1238760442.2999978, 1238760442.2999978, 1238760442.2999978, 1238760442.2999978, 1238760442.2999978, 1228529066.2999988, 1228529066.2999988, 1228529066.2999988, 1228529066.2999988, 1228529066.2999988, 1228529066.2999988, 1228529066.2999988, 1228529066.2999988, 1228529066.2999988, 1228529066.2999988, 1202950076.800002, 1202950076.800002, 1202950076.800002, 1202950076.800002, 1228529066.2999988, 1228529066.2999988, 1228529066.2999988, 1228529066.2999988, 1228529066.2999988, 1314868159.9019988, 1400779423.5079982, 1254121096.8340006, 1223930079.5620027, 1280000020.1799986, 1267060453.5860026, 1288626514.3820024, 1254121096.8340006, 1223930079.5620027, 1280000020.1799986, 1267060453.5860026, 1284765242.8100007, 1400882749.8999984, 1439592339.0120006, 1254663460.4899979, 1258963646.0020018, 1301966770.6899984, 1344972212.244002, 1276164617.9679983, 1370776589.5779998, 1289065589.8859997, 1267564085.3799999, 1344972212.244002, 1276164617.9679983, 1370776589.5779998, 1289065589.8859997, 1267564085.3799999, 1357874296.468003, 1237462952.1840012, 1357874296.468003, 1271864340.2020001, 1388121194.3300018, 1280927041.9080021, 1465309896.250003, 1272352131.5540001, 1280927041.9080021, 1293789580.2360008, 1280927041.9080021, 1465309896.250003, 1272352131.5540001, 1280927041.9080021, 1297666353.8260028, 1340671564.0280013, 1366475801.7859979, 1254663460.4899979, 1396581800.5439994, 1250363298.8779979, 1340671564.0280013, 1366475801.7859979, 1254663460.4899979, 1396581800.5439994, 1246627953.0600016, 1332378438.4980028, 1293789580.2360008, 1323802975.5759978, 1353817499.474, 1263777313.4539995, 1332378438.4980028, 1293789580.2360008, 1323802975.5759978, 3965498851.650002, 3965498851.650002, 3965498851.650002, 3965498851.650002, 3965498851.650002, 3965498851.650002, 3965498851.650002, 3965498851.650002, 3965498851.650002, 3965498851.650002, 2007774585.5999978, 2007774585.5999978, 2007774585.5999978, 2007774585.5999978, 2007774585.5999978, 2007774585.5999978, 2007774585.5999978, 2007774585.5999978, 3352557941.2499967, 3352557941.2499967, 3352557941.2499967, 3352557941.2499967, 3352557941.2499967, 3352557941.2499967, 3352557941.2499967, 3352557941.2499967, 3352557941.2499967, 3352557941.2499967, 3352557941.2499967, 3281815080.600004, 3281815080.600004, 3281815080.600004, 3281815080.600004, 3281815080.600004, 3281815080.600004, 3281815080.600004, 3281815080.600004, 3281815080.600004, 3855505454.8500056, 3855505454.8500056, 3855505454.8500056, 3855505454.8500056, 3855505454.8500056, 3855505454.8500056, 3855505454.8500056, 3855505454.8500056, 3855505454.8500056, 3855505454.8500056, 3973355160.600009, 3973355160.600009, 3973355160.600009, 3973355160.600009, 3973355160.600009, 3973355160.600009, 3973355160.600009, 3973355160.600009, 2015642921.249999, 2015642921.249999, 2015642921.249999, 2015642921.249999, 2015642921.249999, 2015642921.249999, 2015642921.249999, 2015642921.249999, 2015642921.249999, 2015642921.249999, 3006666764.850006, 3006666764.850006, 3006666764.850006, 3006666764.850006, 3006666764.850006, 3006666764.850006, 3006666764.850006, 3006666764.850006, 3006666764.850006, 3006666764.850006, 3784790415.0000043, 3784790415.0000043, 3784790415.0000043, 3784790415.0000043, 3784790415.0000043, 3784790415.0000043, 3784790415.0000043, 3784790415.0000043, 3784790415.0000043, 3784790415.0000043, 2873001948.599999, 2873001948.599999, 2873001948.599999, 2873001948.599999, 2873001948.599999, 2873001948.599999, 2873001948.599999, 2873001948.599999, 1976300760.0000043, 1976300760.0000043, 1976300760.0000043, 1976300760.0000043, 1976300760.0000043, 3470454015.000004, 3470454015.000004, 3470454015.000004, 3470454015.000004, 3470454015.000004, 3470454015.000004, 3470454015.000004, 3470454015.000004, 3470454015.000004, 2896590871.6500034, 2896590871.6500034, 2896590871.6500034, 2896590871.6500034, 2896590871.6500034, 2896590871.6500034, 1992037769.4, 1992037769.4, 1992037769.4, 1992037769.4, 1992037769.4, 1992037769.4, 1992037769.4, 1992037769.4, 1992037769.4, 1992037769.4, 2023511208.6000016, 2023511208.6000016, 2023511208.6000016, 2023511208.6000016, 2023511208.6000016, 2023511208.6000016, 2023511208.6000016, 2023511208.6000016, 2023511208.6000016, 2023511208.6000016, 2519115938.8500037, 2519115938.8500037, 2519115938.8500037, 2519115938.8500037, 2519115938.8500037, 2519115938.8500037, 2519115938.8500037, 2519115938.8500037, 2519115938.8500037, 2519115938.8500037, 2007774585.5999978, 2007774585.5999978, 2007774585.5999978, 2007774585.5999978, 2007774585.5999978, 2007774585.5999978, 2007774585.5999978, 2007774585.5999978, 2007774585.5999978, 2007774585.5999978, 2007774585.5999978, 2503385401.6500025, 2503385401.6500025, 2503385401.6500025, 2503385401.6500025, 2503385401.6500025, 2503385401.6500025, 2503385401.6500025, 2503385401.6500025, 2503385401.6500025, 1952694883.6499991, 1952694883.6499991, 1952694883.6499991, 1952694883.6499991, 1952694883.6499991, 1952694883.6499991, 1952694883.6499991, 1952694883.6499991, 1929088572.600004, 1929088572.600004, 1929088572.600004, 1929088572.600004, 1929088572.600004, 1929088572.600004, 1929088572.600004, 1929088572.600004, 1929088572.600004, 1929088572.600004, 1889743754.8500023, 1889743754.8500023, 1889743754.8500023, 1889743754.8500023, 1889743754.8500023, 1889743754.8500023, 1889743754.8500023, 1889743754.8500023, 1889743754.8500023, 1889743754.8500023, 1889743754.8500023, 1929088572.600004, 1929088572.600004, 1929088572.600004, 1929088572.600004, 1929088572.600004, 1929088572.600004, 1929088572.600004, 1929088572.600004, 1929088572.600004, 1929088572.600004, 2888727945.5999956, 2888727945.5999956, 2888727945.5999956, 2888727945.5999956, 2888727945.5999956, 2888727945.5999956, 2888727945.5999956, 2888727945.5999956, 2888727945.5999956, 2888727945.5999956, 1992037769.4, 1992037769.4, 1992037769.4, 1992037769.4, 1992037769.4, 1992037769.4, 1992037769.4, 1992037769.4, 1992037769.4, 2589900965.399995, 2589900965.399995, 2589900965.399995, 2589900965.399995, 2589900965.399995, 2589900965.399995, 2589900965.399995, 2589900965.399995, 2589900965.399995, 2589900965.399995, 3871219376.8499928, 3871219376.8499928, 3871219376.8499928, 3871219376.8499928, 3871219376.8499928, 3871219376.8499928, 3871219376.8499928, 3871219376.8499928, 3871219376.8499928, 3871219376.8499928, 2841549375.000006, 2841549375.000006, 2841549375.000006, 2841549375.000006, 2841549375.000006, 2841549375.000006, 2841549375.000006, 2841549375.000006, 2841549375.000006, 2841549375.000006, 3431156531.25, 3431156531.25, 3431156531.25, 3431156531.25, 3431156531.25, 3431156531.25, 3431156531.25, 3431156531.25, 3431156531.25, 3431156531.25, 1936957391.2500002, 1936957391.2500002, 1936957391.2500002, 1936957391.2500002, 1936957391.2500002, 1936957391.2500002, 1936957391.2500002, 1936957391.2500002, 1936957391.2500002, 1936957391.2500002, 1936957391.2500002, 2306737385.399999, 2306737385.399999, 2306737385.399999, 2306737385.399999, 2306737385.399999, 2306737385.399999, 2306737385.399999, 2306737385.399999, 2306737385.399999, 2306737385.399999, 3588339221.249995, 3588339221.249995]"
